Time of Day,Temperature,Humidity,CO2_InfraredSensor,CO2_ElectroChemicalSensor,MetalOxideSensor_Unit1,MetalOxideSensor_Unit2,MetalOxideSensor_Unit3,MetalOxideSensor_Unit4,CO_GasSensor,Ambient Light Level,HVAC Operation Mode_ECO_MODE,HVAC Operation Mode_HEATING_ACTIVE,HVAC Operation Mode_MAINTENANCE_MODE,HVAC Operation Mode_OFF,HVAC Operation Mode_VENTILATION_ONLY
1,20.8,55.98,0.6332177634478142,-0.8617696807503021,0.07063348036273964,-0.2382242460779586,-2.056565599653055,-0.6023510909186365,-0.3720277030974042,2.0,0,0,0,1,0
4,17.970000000000027,54.66,0.3527930182869903,0.32573423952869224,0.46840687250773594,0.37414644208540004,0.3396662818919511,0.3184746244836427,-0.3720277030974042,4.0,0,0,1,0,0
2,20.52,50.67787817253329,-0.637176634314126,1.6052640166084198,0.6923633056155964,0.936483315632238,0.1665723667524021,-0.013234322452013421,-0.3720277030974042,3.0,0,0,0,0,0
3,23.61,52.43,1.1550985955572215,-0.9049824200613137,-0.9137226659041946,-2.2123530721880975,-1.8141146304614861,-2.5021243873056758,2.187343603753412,0.0,0,1,0,0,0
4,20.88,54.78,0.8812863982105087,-0.358160472077513,-0.3345757318995778,-0.7255064527581491,-0.495060251422815,-0.6934868353455369,0.9076579503280038,4.0,0,0,1,0,0
2,18.87,54.56,-0.1490075543771929,0.12475955556070867,0.07163908038491358,0.4926166461109947,0.2731173266577554,0.1641851327181313,-0.3720277030974042,4.0,0,0,1,0,0
2,16.120000000000005,44.94,-1.3135699299942383,1.6336897353537037,2.8370883434421,2.2112968552525123,1.4654567995326753,2.3814964586268212,-1.6517133565228121,4.0,0,0,1,0,0
1,17.75,55.18,0.42266170805178116,0.3814864421879794,0.45200105387504685,0.4239366612042589,0.37735502586514513,0.5172197013576599,-0.3720277030974042,2.0,0,0,0,0,1
4,20.9,55.95,0.7263706988754396,-0.803432931799602,-0.5191725960298695,-0.5068628566228758,-0.3368465756494513,-0.6737053163128869,-0.3720277030974042,0.0,0,0,1,0,0
1,17.56,44.55066403412156,-1.4242316845452403,2.4071771907875523,2.8265352701711164,2.5890355778565852,1.6170155105153683,2.772094043080881,-1.6517133565228121,1.0,0,0,0,0,1
2,21.68,52.09,-0.1935155395473872,1.2510236999645168,-0.1372964675229029,0.5007343598540002,0.16216507183787893,0.09688625644859322,-0.3720277030974042,3.0,0,0,0,0,1
3,23.120000000000005,51.73,0.7316111047872198,-0.8162487438944109,-2.4140316536241335,-1.937734020459634,-1.4296657287498789,-1.895131872856081,0.9076579503280038,4.0,0,0,0,1,0
3,24.03,50.38,1.0071810032585988,-1.2451620751730992,-0.3872473616059,-0.9039539142434114,-3.749743252443356,-0.5502022852042167,-0.3720277030974042,4.0,0,1,0,0,0
2,16.76,43.46,-1.5913287234536235,-0.33484048478243167,2.6429609383968073,2.0831372612840435,1.7287699392601403,2.7562097955930667,-1.6517133565228121,4.0,0,0,0,0,0
3,22.63,46.47,0.4974777546397487,-0.08424490987126676,-0.8366328533640957,-0.4479435929161884,-0.08188639805266118,-0.3116574385617697,0.9076579503280038,4.0,0,1,0,0,0
1,18.68,56.95,0.2657190399386514,0.9124170816119219,0.4829343633638919,0.41599967140989114,0.25827664231674996,0.45924815323503854,-0.3720277030974042,3.0,0,0,0,0,1
2,20.46,50.46,-0.5983017245325514,1.635175902190168,-1.0090164475310839,0.5681225930862464,0.008806086884836473,-0.1407471904238415,-0.3720277030974042,4.0,1,0,0,0,0
2,22.19,49.25,0.547897437365945,-0.1319041713251461,-0.20543354860573013,-0.3728641184936251,-2.5844093952578326,0.09526239674790836,0.9076579503280038,4.0,0,0,0,0,1
4,18.38,52.26,0.4088558415462883,0.6393349684799178,0.2389589848652086,0.18087891332332987,-0.053271769275931184,0.31729668247661114,-0.3720277030974042,4.0,0,0,0,0,0
1,17.99,52.41,0.3751174709680486,0.6047844793368979,0.0008427076107725014,0.5028878253416094,0.14722686491332715,0.32143736329791905,-0.3720277030974042,3.0,0,0,0,0,0
1,18.08,52.62724081341616,0.36080232348382874,0.14915471604780278,-0.03173579806899718,-0.4876258133933308,-0.3374364469373971,-0.5128919571042018,0.9076579503280038,2.0,0,0,0,0,1
2,24.45,47.206231262268396,0.07085945925127304,-1.2799175582299436,-1.3285524047523216,0.1032383875721401,-0.14936257391508723,0.16525702086080263,-0.3720277030974042,3.0,0,1,0,0,0
4,21.05,56.19,0.7395056304938454,-0.7702456528714866,-0.3291753209173946,-0.7964514554093934,-0.4811711281917061,-0.6945259775639142,-0.3720277030974042,4.0,1,0,0,0,0
4,23.33,52.35916917233868,0.2511369189809464,-0.4517905839712248,-1.914252555465252,-1.712769727892175,-2.096614551325579,-1.691572225390651,2.187343603753412,3.0,0,0,0,0,0
3,24.08,49.09,-0.16542096829032063,1.1454224660042074,-0.07145922420759374,-0.005391820434186964,0.043359653143033416,-0.40023499688015923,0.9076579503280038,1.0,0,0,0,0,1
4,19.26,52.65,0.8106945506736907,0.1441722938450952,-0.003442616097679941,0.05796227446733065,0.1791174346275943,0.19417711384137762,-0.3720277030974042,3.0,0,0,0,0,1
1,16.950000000000045,53.961913409426764,-0.7407769014929348,1.1861697845885224,1.1609251188541347,0.8799755287326708,0.4927234277652105,0.9709905068537266,-0.3720277030974042,3.0,0,0,1,0,0
4,20.32,58.63,0.28156406148050184,-1.4457516931006176,0.12937361858358487,-0.47325931041405606,-0.07258429419663807,-0.09089618277735217,-0.3720277030974042,3.0,0,0,1,0,0
4,21.07,55.234052217794094,0.27128278316894666,0.6565695155019508,-0.27350218744231936,-0.11379607245313846,0.2754009645651158,-0.19385460829089657,-0.3720277030974042,2.0,0,0,0,1,0
3,24.27,49.4,1.0548481366945863,-0.6939878372486874,-1.0791195660450523,-1.6580231403620886,-0.544774982729133,-1.0647748482307917,0.9076579503280038,1.0,0,1,0,0,0
4,20.64,52.61,0.36932528323747293,-0.352895089448777,-0.8067558729398823,0.14641338532177295,-0.018707038317871207,-0.3055746633813916,-0.3720277030974042,3.0,0,1,0,0,0
4,19.79,57.06,0.057215788312065946,0.8970780288233161,-0.026821301973735227,0.12268141513870523,-0.029179714307765767,-0.010522933181140504,0.9076579503280038,4.0,0,0,0,1,0
2,17.97,54.09,-0.2767475306426522,-0.4543267757679929,0.2731841887401905,-0.43366150725835817,2.6974465894386688,-0.75369676574168,-0.3720277030974042,2.0,0,0,0,1,0
4,21.2,54.04,-0.2618451491772953,1.146997207657995,-1.0131009187464266,-0.9372701116293901,-0.958522156461203,-1.3456242100301752,0.9076579503280038,2.0,0,0,0,0,0
2,16.28,49.32,-1.1673841940099445,1.516070350706509,2.467175819546895,1.3796692903628758,0.9987334636510583,1.8342896303673653,-1.6517133565228121,4.0,0,0,1,0,0
2,19.777686929319334,47.4,-0.06347401284653126,0.785748198785691,1.1813436047562083,0.7093597884563674,0.4913519471176201,0.7710714106472074,-1.6517133565228121,3.0,0,1,0,0,0
2,19.43,43.83169174231213,-0.602823381650431,1.6029116201932252,1.040771777133716,1.0641152536182092,0.4688408424791616,0.8714558598899967,-1.6517133565228121,3.0,1,0,0,0,0
3,24.88,46.94,0.06874177979048338,-1.1570672605984242,-0.8146131011787776,0.13936634899369305,-0.007098276169702264,0.3075679024396182,-0.3720277030974042,4.0,0,1,0,0,0
2,20.48,51.25,-0.3609004538897738,0.17740349534850378,-1.080851874681361,-0.6456690179661928,-0.21111795800062685,-0.5536611331076402,0.9076579503280038,2.0,0,0,1,0,0
1,18.6,53.36,0.03274519652149576,-0.8321398127933861,0.022324808101447314,-0.6618133496283429,-3.5561900793536836,-0.4694484668274783,0.9076579503280038,4.0,0,0,1,0,0
2,16.57,45.73,-1.425861321849388,1.4655946451335546,2.7135026880785995,1.925763403744994,1.4639267562897227,2.179638702039383,-1.6517133565228121,4.0,1,0,0,0,0
1,18.22,57.34,0.23237822206385308,0.8402436572576217,0.3726971402603443,0.39023559119521384,0.5257786008052658,0.2837141663182521,-0.3720277030974042,1.0,0,0,0,0,0
2,18.06,48.928299757540614,-0.5617850476094819,1.0801273380281056,-0.11338019983950536,0.17209537080966542,0.3153467172782094,0.15019659704973312,-0.3720277030974042,2.0,0,0,0,1,0
4,20.54,55.60048663269297,0.4194195669771407,-0.7141613783397528,0.1156927350577384,-0.4893823552126289,-0.1264207880170529,-0.03144755922198123,-0.3720277030974042,4.0,0,1,0,0,0
1,19.189999999999998,52.51370001424014,-0.6087228055386016,1.8135065175090586,1.1197501101879783,1.1678864542617846,0.5473423864805401,1.1490527614589607,-0.3720277030974042,3.0,1,0,0,0,0
4,20.65,48.107868266500375,-0.03373527873121463,0.5682792515778694,-1.9114938515241688,-0.8476246164801566,-0.8668426412377721,-1.7456425504988595,0.9076579503280038,4.0,0,0,0,0,1
2,18.91,42.84,-1.3536384474225587,1.7551867490243096,0.9804833438846867,1.9045458222578608,1.1066276202522984,1.612249076828779,-1.6517133565228121,3.0,1,0,0,0,0
3,25.07,47.05,0.31444674841287457,-0.45657680985627663,-1.457414324030461,-1.310919384624694,-0.6977292847650877,-0.8626197162687059,0.9076579503280038,2.0,0,0,0,0,0
2,20.7,48.100361045258616,-0.059352668805476114,0.11124840540908383,0.2398340599415463,-0.10423522701948348,0.06349036745129684,0.1410452960673109,-0.3720277030974042,2.0,0,1,0,0,0
2,22.48,46.36,-0.5882944050583299,1.1781011111730963,0.38501263966975513,0.6336905264154058,0.513909546517908,0.7740835258690458,-0.3720277030974042,4.0,0,1,0,0,0
1,19.34,52.02,-0.37079987383097246,0.05150579522917247,-0.27109932196252007,-0.13128341386632883,-0.2548291486038792,-0.6585421216083057,0.9076579503280038,0.0,0,0,0,1,0
4,18.07000000000005,52.71,0.40997818872156816,0.5231447995623244,0.20896731513645328,0.7948269609538308,0.008575161596142584,0.2759908237890213,-0.3720277030974042,0.0,0,0,1,0,0
1,19.0,52.65,-0.11551516669728192,-0.08421348562345175,0.37274573318971693,0.3440720329093207,0.0649436898699105,0.21714351457424275,-0.3720277030974042,2.0,0,0,0,1,0
2,20.37,51.38,-0.7860080347827163,-0.8498865558554688,1.0640964178955767,-0.8361698301678906,0.3815012386238363,0.6829044730300476,-1.6517133565228121,3.0,0,0,1,0,0
2,19.99,45.37,-0.0498491313819372,0.3694719902723872,0.2828658069891129,0.11350479005179334,-3.4443917596434557,-0.15945662385645004,0.9076579503280038,3.0,0,0,0,0,1
1,19.5,47.85,-0.8349188811528111,1.5584021653751872,1.1901912630259772,1.2453982865712532,0.8688546018093852,1.2733849763281615,-1.6517133565228121,2.0,1,0,0,0,0
1,19.660000000000025,54.864081650559676,2.8153977688012644,-0.1284942762845655,0.4068551351930281,0.4054733217817337,-0.4421832052233227,-1.2768980534476628,-0.3720277030974042,3.0,0,0,0,0,1
1,19.67,54.31,0.04884306906628425,-1.3063114421020425,0.13082066065036987,-0.9731490966366743,-0.4829624195250796,-0.7470893828735885,0.9076579503280038,1.0,0,0,1,0,0
4,22.31,54.15,0.5150845614099908,-1.0294474770239161,-0.33625857907857415,-0.9071377754035022,-0.2654076240667613,-0.49874038603570714,0.9076579503280038,4.0,0,0,0,0,0
2,22.2,45.64,-0.5224079835578966,0.32318109136330186,0.738457509202315,0.43180400045914485,0.5822365999347703,0.5036979724920212,-0.3720277030974042,4.0,0,0,0,0,0
3,23.2,46.12,-0.5319516541405899,1.2224526916197145,-0.3862285183488593,0.3021109350149851,2.1604424782066314,-0.08484258212999979,-0.3720277030974042,3.0,0,1,0,0,0
2,21.59,47.43819681428316,1.7006251422447343,-0.5799121508086529,-2.0968393736830113,-0.17896414998395424,-0.22831003951790765,0.1953959244039105,-0.3720277030974042,4.0,1,0,0,0,0
4,21.85,52.63,0.062352404240357075,-0.30113181268628847,-0.9793038377046813,-1.1957394510971053,-0.5938447298217503,-0.9240939896158419,2.187343603753412,3.0,1,0,0,0,0
3,21.55,43.4876341630804,0.03954349089687556,0.29289295202312915,-0.20256707105583943,-0.09694954312003187,0.08523355364936303,0.13704534831009005,-0.3720277030974042,1.0,0,0,0,1,0
3,22.67,50.98,-0.13600113921851129,-0.29966678401523833,0.07203302926247912,-0.6176506198523296,0.012626250110001602,-0.10643915542488395,-0.3720277030974042,2.0,0,0,0,1,0
3,23.85,50.49,1.0807653436642652,-0.7380966560955085,-1.6140914729331979,-1.5888549321051233,-0.6572009103160459,-1.293920085299654,0.9076579503280038,3.0,0,0,0,0,0
3,22.15,53.82,0.9034139676686035,-0.3423381005080778,-1.2863109106476194,-1.1615399517804228,-0.6888201359182975,-1.1548203395182306,0.9076579503280038,2.0,0,0,0,1,0
3,23.99,50.4,3.6556738527881394,-0.5892236721070365,-1.1762751665558446,-1.9333857152020861,-0.641836140925995,-1.4951033623996457,0.9076579503280038,4.0,0,0,0,1,0
2,18.92,49.33113754482702,-0.6760862766818398,1.264375226525927,-0.3622183286525075,0.9781350390605792,0.37026998839916186,0.5859798435963517,-1.6517133565228121,0.0,0,0,0,0,1
2,18.52,48.755824350673585,-0.38284868551434353,1.3015625041299714,0.6855876932757892,0.9215240373973531,2.107236215489671,0.7019725161142205,-0.3720277030974042,3.0,0,0,1,0,0
4,20.19,55.79,0.8652526872599209,-0.6970294346506605,-1.5181136770901276,-0.8063735281833772,-0.2555668603485175,-0.8625000678387188,0.9076579503280038,3.0,0,0,1,0,0
2,17.94,51.13403658934512,-0.40115186168514505,-0.8073695238973323,0.40836294936150236,-0.6391224581289278,-0.6828149188402222,-0.7597765529148133,0.9076579503280038,1.0,0,0,0,0,0
3,22.23,44.74,0.4476120981716272,0.02909670543382007,0.017826333875145796,-0.4751209827310715,-0.08652486612033111,-0.44818068291274143,0.9076579503280038,3.0,1,0,0,0,0
4,21.155954853603802,47.5,0.11628741629602264,0.6804635636561294,-0.4834810072000961,0.1573296606630846,0.3561661523857393,0.32439804328300553,0.9076579503280038,4.0,0,0,0,0,1
4,19.01,56.49,0.4097070053030707,0.9111993512458445,0.5398714361389716,0.1457295705034547,0.16812633134422733,0.07183113800256591,-0.3720277030974042,4.0,0,0,0,1,0
2,20.62,47.98,0.03200923398277913,0.26554266034758495,-0.5248898083991039,-0.3102478617198289,-0.16723398198853542,-0.19994957989777806,0.9076579503280038,4.0,1,0,0,0,0
1,19.0,52.87127874856232,0.7495036742743904,-0.21054870123742145,-0.1410209070339891,-0.42087769168202865,-0.04245990243424658,0.01832088706309859,-0.3720277030974042,1.0,0,1,0,0,0
3,25.3,46.87,0.1463835007659405,0.12851802345997218,-0.12408736352704769,-0.5659386666916092,-0.10674484640672445,-0.09154682973202614,-0.3720277030974042,4.0,0,0,0,0,0
3,24.35,48.13,0.15386664880260695,-0.15485781565279785,-0.4633484433607748,-1.8156552429574486,-0.23357635285583542,-0.6541058197694513,0.9076579503280038,3.0,1,0,0,0,0
4,20.22,52.33,0.8156566063119992,0.4493542746223216,-0.9343456834919412,-0.09344763431673464,0.06585322505605425,-0.6171851663699629,-0.3720277030974042,4.0,0,0,0,0,1
2,22.85,51.66,0.08037690078754635,-1.240779498560286,0.3149889043894656,-0.5569274881846898,-0.27034431246054874,-0.5135456966512176,-0.3720277030974042,3.0,0,0,0,1,0
1,16.28,44.625343838814196,-1.2021617644034692,1.0648174864017392,2.326353694430959,2.041721477809571,1.1111585348749682,2.327233156394073,-0.3720277030974042,2.0,1,0,0,0,0
1,19.4,48.38,-0.848992612721079,1.548134244532099,1.1819597158871848,0.41475030115772976,0.892846709892476,1.0052581983809141,-1.6517133565228121,3.0,1,0,0,0,0
4,19.42,46.6958361238716,0.20119692115933052,0.3672217716117989,-0.2609747517529048,0.1060087142614943,0.25658941947736313,0.5674298757762637,-0.3720277030974042,4.0,1,0,0,0,0
2,19.17,49.73,3.557982461675629,-0.05226804494484007,0.02418109181463876,0.07279721965319415,-0.10339817502750237,0.10309345569728368,0.9076579503280038,4.0,1,0,0,0,0
3,22.82,48.57,-0.39215281791381124,-0.7451048354255457,-0.05690066187873399,0.1488270344193398,0.32573693575083323,0.4741932783706108,-0.3720277030974042,4.0,0,0,0,0,0
4,20.23,52.55965871523539,-0.19031465397429187,-1.046220044862607,0.19566396703928446,0.08471561396970766,-0.034265234643290565,-0.20109342610500766,-0.3720277030974042,4.0,0,1,0,0,0
3,22.2,55.09,-0.04675860697148456,-1.3205225841881507,-0.833911431928926,-0.9265685118345574,-0.3294387667587295,-0.7537956419225315,0.9076579503280038,4.0,0,0,0,0,1
2,23.54,50.7,-1.9297982029660032,-2.346461108393812,-2.506521424113457,-1.8973005128402056,-1.9774983698922832,-2.7057404457806795,3.46702925717882,3.0,0,0,0,1,0
1,18.8,50.68941946515407,-0.5463421724807032,0.10712094561633584,0.7439100285583526,0.4455078382421014,-3.831548668284968,0.8022753804239479,0.9076579503280038,4.0,0,0,0,1,0
3,23.470000000000027,51.2,0.796318165848343,0.12152312071530477,-0.8431266058397375,-0.39135186899870894,-0.1983111030606371,-0.5485728127888397,0.9076579503280038,3.0,0,0,0,0,1
4,20.27,58.57,0.443904503633471,-1.1340496837498757,0.3280204543037697,-0.069300626676918,0.07841143413013624,0.10852828680447625,-0.3720277030974042,4.0,0,0,0,0,0
4,22.07,51.51,0.35493310483603085,-0.704167138040599,-1.6828447690931587,-1.4634840565615712,-0.9202994248604912,-1.273660218688198,2.187343603753412,3.0,0,0,1,0,0
3,23.74,49.69834578817596,3.280054708110616,-0.6969179890428734,-1.3956039307784014,-1.7055378124842193,-1.589966455107959,-1.6418816416795743,0.9076579503280038,2.0,0,1,0,0,0
3,23.78000000000003,51.22,-0.10246797497104904,-1.4283393949464145,-0.42647719586080934,-1.0588525567831357,-0.5906437997277885,-0.601792806402,-0.3720277030974042,4.0,1,0,0,0,0
3,23.36,52.39,0.11089986306182735,-1.0089425101401306,-1.0733308056567805,-0.9296553857381075,-0.3576368946243062,-0.46594086768442416,0.9076579503280038,3.0,0,0,0,1,0
1,16.71,46.94027136811707,-0.9394218835707047,1.0529074220744423,1.3790568298111834,1.7383949314143774,1.070289552795116,1.629030458832827,-0.3720277030974042,3.0,1,0,0,0,0
2,19.71,49.74,-0.1864337136373532,0.26599991922103544,-0.659486431840534,-0.10548170067855481,-0.04433386622177088,-0.3769698350135188,0.9076579503280038,3.0,0,1,0,0,0
2,20.19,56.08,0.679069688030748,-1.0565002088514466,-0.544569428533968,-0.5238142119250853,-0.34144035791607397,-0.2324828769555448,0.9076579503280038,4.0,0,0,1,0,0
2,18.1,53.82,0.007048471097122192,-0.8166515267752408,0.460010240332224,-0.8227986601177395,-0.6748715294400006,-1.1011119843053323,-0.3720277030974042,2.0,0,1,0,0,0
2,21.24,45.9,0.2865726282030223,0.6909123118180092,-0.47004573781603576,0.3499291815134681,0.2060723327421765,0.35150953605904056,-0.3720277030974042,4.0,0,1,0,0,0
4,20.12,56.24,0.007309445481608702,0.9194801702064695,-0.4563134749658728,-0.5895524323654169,-0.6146273299351239,-1.2348005690705535,0.9076579503280038,2.0,0,1,0,0,0
1,19.77,55.5,0.6062587900153753,-0.49335404725469467,0.46650814717142575,0.15456777479920072,-3.311284954094093,0.10188957427843737,-0.3720277030974042,3.0,0,0,0,1,0
3,23.02,48.717407418553,-0.20370014934048758,0.6463538371307052,-1.1311959508634954,-1.306817410870335,-1.3148522471712865,-1.9155318182254368,0.9076579503280038,1.0,1,0,0,0,0
2,22.32,47.55,0.08901543806497605,0.9409125956062131,0.3746004544657576,1.5598728230069105,0.4182866779922149,0.10018351870481697,-0.3720277030974042,2.0,0,1,0,0,0
2,19.04,52.35,-0.3857167082055914,0.3619431179193387,0.06555323403306638,0.25442503496998037,-2.0012906632533864,-0.04864434735337807,-0.3720277030974042,0.0,0,0,0,1,0
1,18.69,54.64,-0.3208727861201326,0.430670787013237,1.1185266525530835,0.7342733891093707,0.39346797986870774,0.594304088799561,-1.6517133565228121,2.0,0,0,1,0,0
2,20.11,51.83,-0.5488526488311617,1.9190112010560039,-1.3643796105793051,0.6678211299829633,0.4466784071823883,0.3458888335626986,-0.3720277030974042,0.0,0,0,0,1,0
2,18.64,47.35,-0.4851784834644065,1.3501590768553797,0.15469481415060057,0.7216569426006897,0.6285418519653779,0.7045609449477336,-1.6517133565228121,3.0,0,0,0,0,0
2,17.76,48.41,-0.657925014327618,1.5801350700615682,-0.14907496608207846,1.256985929810625,1.0220198747508225,0.9298079078081595,-1.6517133565228121,2.0,0,0,0,1,0
2,22.02,49.65,0.3869766891334424,-0.008443434290323293,-0.16045070334704556,-0.4845406306586863,-0.252032216617486,-0.25040251589302515,0.9076579503280038,4.0,1,0,0,0,0
3,21.75,46.54,0.16695188076014508,0.3838393152999479,-0.8283493946632229,0.5436585376369348,0.2589391755996237,0.5908104406435871,-0.3720277030974042,3.0,0,0,1,0,0
2,20.03,56.43,-0.3696449891059469,-0.5984418299583446,0.5961427324237909,-0.02370761537510664,0.3129690064634392,0.3374384952740149,-0.3720277030974042,4.0,1,0,0,0,0
4,19.81,49.6,3.7233775952094073,1.0206354626414516,-0.49740063141645646,0.30282402269471026,0.18533247617364784,0.20924255990894639,-0.3720277030974042,4.0,0,0,0,0,1
4,21.19,52.25,0.4838133755847811,-0.44111308590552306,-1.157593581538516,-0.456475644443522,-0.2893258214832182,-0.2655410608216501,-0.3720277030974042,1.0,0,1,0,0,0
2,17.87,46.19,-0.4319248750780884,0.6906540504155555,-0.5112477687584613,0.0902430583733148,-0.010729783439155503,0.3845759919336061,0.9076579503280038,2.0,0,0,0,1,0
3,23.96,49.38,0.2846377773721215,0.027879809881986555,-0.48574836248146386,-0.8352712484736609,-0.4012955563114072,-0.5406549657369166,-0.3720277030974042,0.0,0,0,0,1,0
1,17.71,51.64,0.39392806113062884,0.1834087793346495,0.5482469524202389,0.20808934858115757,0.4847492912931273,1.2122561232822289,2.187343603753412,3.0,0,0,0,0,1
1,18.95,53.68,-0.23591241172455016,-0.18429400460150672,0.14330909842420875,0.5061214718039662,0.3565715688526626,0.7267073776729764,0.9076579503280038,2.0,0,0,0,0,0
2,21.68,55.609649746181475,0.531271764777453,-0.2516580574932652,-1.934543037845706,-0.974957767383032,-0.8775325702925143,-1.0051823847317494,0.9076579503280038,3.0,1,0,0,0,0
2,24.26,44.44,-0.48970534418397443,1.3412457716659458,-0.09694662312358383,0.5975586365347967,0.5860945206004142,0.51421829571226,-0.3720277030974042,1.0,0,0,0,0,0
2,19.18,54.62,2.3122807524697873,-0.6160073680857788,-1.0656729166258498,0.22891437440534015,0.18979402536884724,-0.09461673413166653,-0.3720277030974042,2.0,0,0,1,0,0
1,19.52,49.27,-0.784695537776793,1.4235116646100177,1.157773379132379,0.95851187082009,0.8674944585306242,1.3049431147972455,-1.6517133565228121,2.0,0,1,0,0,0
3,20.63,50.59,-0.07203412840787957,-1.000214725050775,-0.5685156563324383,0.5121519350523172,0.29062720967509853,0.6193433134511216,-0.3720277030974042,3.0,0,0,0,1,0
3,22.77,51.66,-0.18195469283406565,-1.3643266279696757,-0.4860627251465134,-0.49950651971825366,-0.991845052866925,-1.0447390735821902,-0.3720277030974042,4.0,0,1,0,0,0
1,17.87,41.65,-1.3417152159648016,2.0610659920145618,1.4208083413216885,2.0582275539363897,1.332350048611933,1.8046123072122802,-0.3720277030974042,2.0,0,0,0,0,1
1,17.35,53.75,0.3137452974733271,0.45452834893291955,0.3558230288142023,0.2038496945327581,-0.1396379178855144,0.0612892491814352,-0.3720277030974042,4.0,1,0,0,0,0
4,19.42,56.56,0.7335048309568232,-0.6993805738918346,-1.3427832000272437,-0.44102433472362546,-0.2501141222636511,-0.5332422768654681,0.9076579503280038,3.0,0,0,0,0,1
3,24.54,46.42,-0.06101201502734207,0.8787697328865511,-0.543285968474081,-0.4178098229667297,0.11243933815547386,-0.1651586598650395,-0.3720277030974042,4.0,0,1,0,0,0
